Data_as_of,Region,Office_Name,Demographic,Out_of_State,Month_in_Care,TOTAL_CIP,FOSTER_CARE,RELATIVE_CARE,SPECIAL_STUDY,THERAPEUTIC_FOSTER_CARE,PDC_SAFE_HOME,SHELTER,GROUP_HOME,RESIDENTIAL,DCF_HIGHMEADOWS,DCF_SOLNIT,DCF_CJTS,HOSPITAL,INDEPENDENT_LIVING
07/18/2017,Region 1,Norwalk Office,Male,Y,07/01/2014,4,0,1,0,1,0,0,0,2,0,0,0,0,0
07/18/2017,Region 2,Milford Office,Female,N,07/01/2014,100,34,16,7,19,1,0,10,5,0,3,1,0,4
07/18/2017,Region 2,Milford Office,Female,Y,07/01/2014,4,0,3,1,0,0,0,0,0,0,0,0,0,0
07/18/2017,Region 2,Milford Office,Male,N,07/01/2014,119,34,23,9,22,1,1,15,8,0,0,2,0,4
07/18/2017,Region 2,Milford Office,Male,Y,07/01/2014,5,3,1,0,1,0,0,0,0,0,0,0,0,0
07/18/2017,Region 2,New Haven Office,Female,N,07/01/2014,186,59,35,8,48,1,2,19,3,0,1,2,0,8
07/18/2017,Region 2,New Haven Office,Female,Y,07/01/2014,2,0,1,0,0,0,0,0,1,0,0,0,0,0
07/18/2017,Region 2,New Haven Office,Male,N,07/01/2014,169,40,24,9,39,2,1,17,10,0,0,24,0,3
07/18/2017,Region 2,New Haven Office,Male,Y,07/01/2014,2,0,1,0,0,0,0,0,1,0,0,0,0,0
07/18/2017,Region 3,Middletown Office,Female,N,07/01/2014,60,17,14,7,15,1,0,2,2,0,0,0,0,2
07/18/2017,Region 3,Middletown Office,Male,N,07/01/2014,57,9,16,2,16,0,1,7,2,0,0,1,0,3
07/18/2017,Region 3,Middletown Office,Male,Y,07/01/2014,3,2,1,0,0,0,0,0,0,0,0,0,0,0
07/18/2017,Region 3,Norwich Office,Female,N,07/01/2014,177,52,64,17,20,1,2,6,5,0,1,0,0,9
07/18/2017,Region 3,Norwich Office,Female,Y,07/01/2014,7,0,6,0,0,0,0,0,1,0,0,0,0,0
07/18/2017,Region 3,Norwich Office,Male,N,07/01/2014,238,70,75,7,32,2,5,20,13,0,0,7,0,7
07/18/2017,Region 3,Norwich Office,Male,Y,07/01/2014,11,0,8,0,0,0,0,0,3,0,0,0,0,0
07/18/2017,Region 3,Willimantic Office,Female,N,07/01/2014,123,47,32,15,16,1,0,8,1,0,2,0,0,1
07/18/2017,Region 3,Willimantic Office,Female,Y,07/01/2014,4,1,3,0,0,0,0,0,0,0,0,0,0,0
07/18/2017,Region 3,Willimantic Office,Male,N,07/01/2014,138,43,41,11,17,1,1,15,6,0,2,0,1,0
07/18/2017,Region 3,Willimantic Office,Male,Y,07/01/2014,3,2,0,0,0,0,0,0,0,0,0,0,1,0
07/18/2017,Region 4,Hartford Office,Female,N,07/01/2014,311,88,112,17,43,3,1,24,10,0,2,0,1,10
07/18/2017,Region 4,Hartford Office,Female,Y,07/01/2014,10,5,5,0,0,0,0,0,0,0,0,0,0,0
07/18/2017,Region 4,Hartford Office,Male,N,07/01/2014,345,85,99,21,48,1,5,29,8,0,3,29,3,14
07/18/2017,Region 4,Hartford Office,Male,Y,07/01/2014,7,0,3,0,1,0,0,0,3,0,0,0,0,0
07/18/2017,Region 4,Manchester Office,Female,N,07/01/2014,116,38,39,5,13,2,0,7,3,0,2,0,1,6
07/18/2017,Region 4,Manchester Office,Female,Y,07/01/2014,1,0,1,0,0,0,0,0,0,0,0,0,0,0
07/18/2017,Region 4,Manchester Office,Male,N,07/01/2014,156,40,61,8,20,1,0,10,6,0,4,0,1,5
07/18/2017,Region 4,Manchester Office,Male,Y,07/01/2014,6,1,2,0,0,0,0,0,2,0,0,0,1,0
07/18/2017,Region 5,Danbury Office,Female,N,07/01/2014,61,20,16,7,10,1,1,2,1,0,0,0,0,3
07/18/2017,Region 5,Danbury Office,Female,Y,07/01/2014,4,1,2,0,0,0,0,0,1,0,0,0,0,0
07/18/2017,Region 5,Danbury Office,Male,N,07/01/2014,70,23,23,4,14,0,1,2,1,0,0,0,2,0
07/18/2017,Region 5,Danbury Office,Male,Y,07/01/2014,2,1,1,0,0,0,0,0,0,0,0,0,0,0
07/18/2017,Region 5,Torrington Office,Female,N,07/01/2014,87,30,18,3,18,2,2,9,3,0,0,0,1,1
07/18/2017,Region 5,Torrington Office,Male,N,07/01/2014,75,22,15,4,19,1,3,6,0,0,1,0,0,4
07/18/2017,Region 5,Torrington Office,Male,Y,07/01/2014,1,0,1,0,0,0,0,0,0,0,0,0,0,0
07/18/2017,Region 5,Waterbury Office,Female,N,07/01/2014,182,57,51,7,38,0,1,18,6,0,1,0,1,2
07/18/2017,Region 5,Waterbury Office,Female,Y,07/01/2014,2,0,2,0,0,0,0,0,0,0,0,0,0,0
07/18/2017,Region 5,Waterbury Office,Male,N,07/01/2014,219,71,59,16,31,1,0,18,6,0,0,13,1,3
07/18/2017,Region 5,Waterbury Office,Male,Y,07/01/2014,3,0,3,0,0,0,0,0,0,0,0,0,0,0
07/18/2017,Region 6,Meriden Office,Female,N,07/01/2014,77,21,25,8,15,1,2,2,2,0,0,0,0,1
07/18/2017,Region 6,Meriden Office,Female,Y,07/01/2014,2,0,2,0,0,0,0,0,0,0,0,0,0,0
07/18/2017,Region 6,Meriden Office,Male,N,07/01/2014,85,21,25,7,14,1,3,11,1,0,0,0,1,1
07/18/2017,Region 6,Meriden Office,Male,Y,07/01/2014,1,1,0,0,0,0,0,0,0,0,0,0,0,0
07/18/2017,Region 6,New Britain Office,Female,N,07/01/2014,203,62,41,14,40,1,3,14,11,0,4,0,1,12
07/18/2017,Region 6,New Britain Office,Female,Y,07/01/2014,2,0,2,0,0,0,0,0,0,0,0,0,0,0
07/18/2017,Region 6,New Britain Office,Male,N,07/01/2014,171,37,41,5,30,0,3,19,8,0,4,15,0,9
07/18/2017,Region 6,New Britain Office,Male,Y,07/01/2014,9,0,4,0,3,0,0,0,2,0,0,0,0,0
07/18/2017,Region 4,Manchester Office,Male,N,07/01/2015,147,37,54,18,16,0,1,12,3,0,1,0,2,3
07/18/2017,Region 4,Manchester Office,Male,Y,07/01/2015,4,1,2,0,0,0,0,0,1,0,0,0,0,0
07/18/2017,Region 5,Danbury Office,Female,N,07/01/2015,81,29,29,7,8,1,0,0,1,0,1,0,0,5
07/18/2017,Region 5,Danbury Office,Female,Y,07/01/2015,3,2,1,0,0,0,0,0,0,0,0,0,0,0
07/18/2017,Region 5,Danbury Office,Male,N,07/01/2015,78,25,28,7,12,0,0,2,0,0,0,1,0,3
07/18/2017,Region 5,Danbury Office,Male,Y,07/01/2015,4,3,1,0,0,0,0,0,0,0,0,0,0,0
07/18/2017,Region 5,Torrington Office,Female,N,07/01/2015,66,15,16,6,21,0,0,4,1,0,1,0,1,1
07/18/2017,Region 5,Torrington Office,Male,N,07/01/2015,66,19,15,5,17,0,0,4,2,0,1,0,0,3
07/18/2017,Region 5,Waterbury Office,Female,N,07/01/2015,194,60,61,12,41,0,0,13,4,0,0,0,0,3
07/18/2017,Region 5,Waterbury Office,Female,Y,07/01/2015,2,0,2,0,0,0,0,0,0,0,0,0,0,0
07/18/2017,Region 5,Waterbury Office,Male,N,07/01/2015,226,84,63,13,39,1,2,4,10,0,1,7,0,2
07/18/2017,Region 5,Waterbury Office,Male,Y,07/01/2015,3,1,1,0,0,0,0,0,1,0,0,0,0,0
07/18/2017,Region 6,Meriden Office,Female,N,07/01/2015,77,24,27,6,9,0,2,1,2,0,1,0,1,4
07/18/2017,Region 6,Meriden Office,Female,Y,07/01/2015,1,0,0,0,0,0,0,0,0,0,0,0,0,1
07/18/2017,Region 6,Meriden Office,Male,N,07/01/2015,86,23,26,4,13,0,1,9,4,0,0,1,0,5
07/18/2017,Region 6,Meriden Office,Male,Y,07/01/2015,4,0,0,0,0,0,0,0,0,0,0,0,0,4
07/18/2017,Region 1,Bridgeport Office,Male,N,07/01/2015,176,43,47,9,20,0,0,15,6,0,3,20,1,12
07/18/2017,Region 1,Bridgeport Office,Male,Y,07/01/2015,4,0,2,0,0,0,0,0,0,0,0,0,0,2
07/18/2017,Region 1,Norwalk Office,Female,N,07/01/2015,58,18,18,5,12,0,0,1,2,0,0,0,0,2
07/18/2017,Region 1,Norwalk Office,Female,Y,07/01/2015,3,0,2,0,1,0,0,0,0,0,0,0,0,0
07/18/2017,Region 1,Norwalk Office,Male,N,07/01/2015,64,19,17,8,8,0,0,4,3,0,1,1,0,3
07/18/2017,Region 1,Norwalk Office,Male,Y,07/01/2015,3,0,1,0,1,0,0,0,1,0,0,0,0,0
07/18/2017,Region 2,Milford Office,Female,N,07/01/2015,112,43,17,10,20,0,0,7,4,0,2,0,1,8
07/18/2017,Region 2,Milford Office,Female,Y,07/01/2015,4,0,0,0,0,0,0,0,0,0,0,0,0,4
07/18/2017,Region 2,Milford Office,Male,N,07/01/2015,125,33,26,11,20,1,2,12,7,0,3,0,1,9
07/18/2017,Region 2,Milford Office,Male,Y,07/01/2015,3,0,2,0,1,0,0,0,0,0,0,0,0,0
07/18/2017,Region 2,New Haven Office,Female,N,07/01/2015,179,49,37,15,38,0,0,14,4,0,1,0,0,21
07/18/2017,Region 2,New Haven Office,Female,Y,07/01/2015,8,0,7,0,0,0,0,0,0,0,0,0,0,1
07/18/2017,Region 2,New Haven Office,Male,N,07/01/2015,150,27,22,6,39,1,0,13,7,0,0,17,1,17
07/18/2017,Region 2,New Haven Office,Male,Y,07/01/2015,4,0,3,0,1,0,0,0,0,0,0,0,0,0
07/18/2017,Region 3,Middletown Office,Female,N,07/01/2015,62,10,19,6,16,0,0,3,3,0,2,0,0,3
07/18/2017,Region 3,Middletown Office,Female,Y,07/01/2015,1,0,0,0,0,0,0,0,0,0,0,0,0,1
07/18/2017,Region 3,Middletown Office,Male,N,07/01/2015,59,13,18,2,15,0,0,5,0,0,0,1,0,5
07/18/2017,Region 3,Middletown Office,Male,Y,07/01/2015,3,1,1,0,0,0,0,0,0,0,0,0,0,1
07/18/2017,Region 3,Norwich Office,Female,N,07/01/2015,179,51,65,15,19,1,5,9,5,0,2,0,1,6
07/18/2017,Region 3,Norwich Office,Female,Y,07/01/2015,5,0,4,0,0,0,0,0,1,0,0,0,0,0
07/18/2017,Region 3,Norwich Office,Male,N,07/01/2015,228,68,73,15,26,0,2,18,10,0,1,6,2,7
07/18/2017,Region 3,Norwich Office,Male,Y,07/01/2015,14,1,11,0,0,0,0,0,1,0,0,0,1,0
07/18/2017,Region 3,Willimantic Office,Female,N,07/01/2015,137,57,37,14,17,0,2,6,1,0,0,0,0,3
07/18/2017,Region 3,Willimantic Office,Female,Y,07/01/2015,2,0,2,0,0,0,0,0,0,0,0,0,0,0
07/18/2017,Region 3,Willimantic Office,Male,N,07/01/2015,138,49,47,5,15,1,1,12,8,0,0,0,0,0
07/18/2017,Region 3,Willimantic Office,Male,Y,07/01/2015,6,2,3,0,0,0,0,0,1,0,0,0,0,0
07/18/2017,Region 4,Hartford Office,Female,N,07/01/2015,251,69,89,16,39,0,5,18,6,0,2,1,0,6
07/18/2017,Region 4,Hartford Office,Female,Y,07/01/2015,7,3,4,0,0,0,0,0,0,0,0,0,0,0
07/18/2017,Region 4,Hartford Office,Male,N,07/01/2015,300,70,89,21,43,0,13,25,7,0,1,9,4,18
07/18/2017,Region 4,Hartford Office,Male,Y,07/01/2015,5,1,2,0,1,0,0,0,1,0,0,0,0,0
07/18/2017,Region 4,Manchester Office,Female,N,07/01/2015,124,44,40,3,15,0,5,5,2,0,4,0,2,4
07/18/2017,Region 4,Manchester Office,Female,Y,07/01/2015,2,0,2,0,0,0,0,0,0,0,0,0,0,0
07/18/2017,Region 6,New Britain Office,Female,N,07/01/2015,198,65,41,12,41,0,1,15,6,0,2,0,1,14
07/18/2017,Region 6,New Britain Office,Female,Y,07/01/2015,3,1,2,0,0,0,0,0,0,0,0,0,0,0
07/18/2017,Region 6,New Britain Office,Male,N,07/01/2015,186,40,42,11,40,0,2,20,10,0,0,10,1,10
07/18/2017,Region 6,New Britain Office,Male,Y,07/01/2015,2,0,1,0,1,0,0,0,0,0,0,0,0,0
07/18/2017,Region 0,Hotline,Male,N,07/01/2015,1,1,0,0,0,0,0,0,0,0,0,0,0,0
07/18/2017,Region 0,Unassigned_Office,Female,N,07/01/2015,2,0,1,0,0,0,0,0,1,0,0,0,0,0
07/18/2017,Region 0,Unassigned_Office,Female,Y,07/01/2015,1,0,0,0,0,0,0,0,1,0,0,0,0,0
07/18/2017,Region 0,Unassigned_Office,Male,N,07/01/2015,4,0,0,0,0,0,0,1,0,0,0,2,0,1
07/18/2017,Region 1,Bridgeport Office,Female,N,07/01/2015,123,34,28,8,34,0,0,5,4,0,1,2,0,7
07/18/2017,Region 1,Bridgeport Office,Female,Y,07/01/2015,8,0,5,0,0,0,0,0,1,0,0,0,0,2
07/18/2017,Region 6,New Britain Office,Female,Y,07/01/2016,1,1,0,0,0,0,0,0,0,0,0,0,0,0
07/18/2017,Region 4,Manchester Office,Female,Y,07/01/2016,4,0,3,0,1,0,0,0,0,0,0,0,0,0
07/18/2017,Region 5,Danbury Office,Female,Y,07/01/2016,2,0,2,0,0,0,0,0,0,0,0,0,0,0
07/18/2017,Region 6,Meriden Office,Female,Y,07/01/2016,3,1,1,0,0,0,0,0,0,0,0,0,0,1
07/18/2017,Region 3,Norwich Office,Male,Y,07/01/2016,11,0,6,1,0,0,0,0,3,0,0,0,1,0
07/18/2017,Region 2,New Haven Office,Female,Y,07/01/2016,5,1,3,0,1,0,0,0,0,0,0,0,0,0
07/18/2017,Region 1,Norwalk Office,Female,N,07/01/2016,96,34,33,8,19,0,0,0,0,0,0,0,0,2
07/18/2017,Region 5,Waterbury Office,Male,N,07/01/2016,262,75,84,17,52,0,2,11,7,0,1,8,1,4
07/18/2017,Region 6,Meriden Office,Male,Y,07/01/2016,3,0,0,0,0,0,0,0,0,0,0,0,0,3
07/18/2017,Region 1,Norwalk Office,Male,N,07/01/2016,86,24,30,11,13,0,1,3,1,0,0,0,0,3
07/18/2017,Region 4,Manchester Office,Female,N,07/01/2016,131,36,47,9,16,0,2,6,5,0,2,0,1,7
07/18/2017,Region 0,Unassigned_Office,Female,Y,07/01/2016,1,0,0,0,0,0,0,0,1,0,0,0,0,0
07/18/2017,Region 4,Manchester Office,Male,Y,07/01/2016,3,0,3,0,0,0,0,0,0,0,0,0,0,0
07/18/2017,Region 3,Middletown Office,Female,Y,07/01/2016,1,0,1,0,0,0,0,0,0,0,0,0,0,0
07/18/2017,Region 3,Norwich Office,Female,Y,07/01/2016,6,0,4,1,0,0,0,0,1,0,0,0,0,0
07/18/2017,Region 2,New Haven Office,Male,N,07/01/2016,142,28,37,4,32,1,0,13,8,0,1,7,0,11
07/18/2017,Region 2,Milford Office,Male,Y,07/01/2016,4,0,4,0,0,0,0,0,0,0,0,0,0,0
07/18/2017,Region 6,New Britain Office,Female,N,07/01/2016,201,49,58,13,41,0,1,11,5,0,2,0,2,19
07/18/2017,Region 4,Hartford Office,Male,N,07/01/2016,292,64,99,23,40,0,7,23,10,0,1,6,2,17
07/18/2017,Region 2,Milford Office,Female,N,07/01/2016,132,38,41,8,25,1,0,6,3,0,3,0,1,6
07/18/2017,Region 6,Meriden Office,Male,N,07/01/2016,76,22,22,4,13,0,0,8,4,0,0,0,1,2
07/18/2017,Region 5,Waterbury Office,Female,N,07/01/2016,224,76,69,25,41,2,2,4,3,0,0,0,0,2
07/18/2017,Region 5,Danbury Office,Male,Y,07/01/2016,2,0,2,0,0,0,0,0,0,0,0,0,0,0
07/18/2017,Region 3,Willimantic Office,Female,N,07/01/2016,159,64,55,11,14,0,1,4,2,0,0,0,0,8
07/18/2017,Region 2,Milford Office,Male,N,07/01/2016,141,32,46,11,24,1,2,10,5,0,0,0,1,9
07/18/2017,Region 4,Manchester Office,Male,N,07/01/2016,167,50,55,17,22,0,3,10,4,0,4,0,1,1
07/18/2017,Region 4,Hartford Office,Male,Y,07/01/2016,9,2,4,0,1,0,0,0,2,0,0,0,0,0
07/18/2017,Region 3,Willimantic Office,Female,Y,07/01/2016,2,0,2,0,0,0,0,0,0,0,0,0,0,0
07/18/2017,Region 5,Danbury Office,Female,N,07/01/2016,92,34,38,8,8,0,0,1,0,0,0,0,0,3
07/18/2017,Region 5,Waterbury Office,Male,Y,07/01/2016,4,0,3,0,0,0,0,0,1,0,0,0,0,0
07/18/2017,Region 4,Hartford Office,Female,Y,07/01/2016,5,1,4,0,0,0,0,0,0,0,0,0,0,0
07/18/2017,Region 6,New Britain Office,Male,Y,07/01/2016,3,1,0,0,2,0,0,0,0,0,0,0,0,0
07/18/2017,Region 3,Norwich Office,Female,N,07/01/2016,195,54,89,16,17,0,1,7,5,0,2,0,0,4
07/18/2017,Region 1,Bridgeport Office,Male,Y,07/01/2016,4,0,2,0,0,0,0,0,0,0,0,0,0,2
07/18/2017,Region 3,Middletown Office,Male,N,07/01/2016,55,21,12,3,10,0,0,2,2,0,0,0,0,5
07/18/2017,Region 1,Bridgeport Office,Female,Y,07/01/2016,6,0,4,0,0,0,0,0,1,0,0,0,0,1
07/18/2017,Region 1,Bridgeport Office,Male,N,07/01/2016,185,45,61,9,19,0,0,15,10,0,2,12,2,10
07/18/2017,Region 5,Torrington Office,Male,N,07/01/2016,62,16,20,5,15,0,0,4,1,0,0,0,0,1
07/18/2017,Region 6,New Britain Office,Male,N,07/01/2016,205,40,64,11,42,0,1,22,7,0,1,5,2,10
07/18/2017,Region 3,Willimantic Office,Male,Y,07/01/2016,3,1,1,0,0,0,0,0,0,0,0,0,0,1
07/18/2017,Region 0,Unassigned_Office,Male,N,07/01/2016,6,0,1,0,0,0,0,1,1,0,0,3,0,0
07/18/2017,Region 2,Milford Office,Female,Y,07/01/2016,6,0,2,0,0,0,0,0,0,0,0,0,0,4
07/18/2017,Region 3,Norwich Office,Male,N,07/01/2016,232,76,85,13,23,0,1,15,8,0,1,3,0,7
07/18/2017,Region 5,Torrington Office,Female,N,07/01/2016,80,25,20,9,22,0,0,0,0,0,1,0,0,3
07/18/2017,Region 4,Hartford Office,Female,N,07/01/2016,255,68,90,22,35,0,5,18,3,0,0,0,1,13
07/18/2017,Region 2,New Haven Office,Female,N,07/01/2016,170,48,50,13,25,0,0,6,6,0,3,0,1,18
07/18/2017,Region 3,Middletown Office,Female,N,07/01/2016,65,15,24,1,9,0,2,1,3,0,0,0,1,9
07/18/2017,Region 3,Willimantic Office,Male,N,07/01/2016,154,45,65,9,10,0,4,11,8,0,1,0,0,1
07/18/2017,Region 5,Danbury Office,Male,N,07/01/2016,115,36,45,12,17,0,0,1,0,0,0,1,1,2
07/18/2017,Region 6,Meriden Office,Female,N,07/01/2016,75,23,26,5,12,0,0,1,3,0,0,0,0,5
07/18/2017,Region 1,Bridgeport Office,Female,N,07/01/2016,101,25,28,7,31,0,0,5,2,0,0,0,0,3
07/18/2017,Region 3,Middletown Office,Male,Y,07/01/2016,4,2,1,0,0,0,0,0,0,0,0,0,0,1
07/18/2017,Region 2,New Haven Office,Male,Y,07/01/2016,4,0,1,0,2,0,0,0,0,0,0,0,0,1
